Sexo Masa Per_abdo Long_pie Long_man Estatura
Muj 65.1 82 23.2 16.9 155.9
Muj 57.4 71 22.3 16.1 152.4
Muj 50.9 71.4 21.6 15.8 143.6
Muj 62.4 84.9 23.4 16.5 150.4
Muj 50.1 73 23.1 16.2 152.3
Muj 56.5 79.8 21.5 15.5 143.6
Muj 54.9 77.2 22.9 16.9 147.9
Muj 74.9 87.7 23.4 17.1 152.5
Muj 54.7 76.3 21.8 16.1 152.8
Muj 64.2 79.9 22.8 16.6 157.1
Muj 68.9 95.5 23.8 17 153.9
Muj 54.9 76.8 22.3 16.9 151.6
Muj 51.8 69.9 22.7 16.7 154.8
Muj 55.6 74.1 21.6 15.5 150
Muj 54.4 72.6 23 17.1 158.6
Muj 46.8 70.2 21.3 16 147.2
Muj 55.8 74.8 22 15.8 150.6
Muj 63.1 72.7 23.7 17.8 168.9
Muj 67.8 80.2 22.6 17.3 160.7
Muj 48.2 66.8 21.8 16.6 152.5
Muj 53.8 77.8 22.1 15.8 153.5
Muj 48.8 63.6 23.2 17.4 160.9
Muj 68.1 96.8 21.9 16.4 148
Muj 62.2 81 23 15.9 155.7
Muj 61.8 72.9 22.7 17.2 155.9
Muj 70.3 82.9 24.5 17.2 159.7
Muj 84.2 103.6 22.7 17.1 153.5
Muj 46.6 68.2 21.4 15 146.6
Muj 73.5 94.3 22.1 16.5 145.7
Muj 65 79.8 23.5 16.9 157.9
Muj 60 75.6 23.7 16.7 154.9
Muj 52.3 70.1 22.4 16.3 157.5
Muj 53.4 81.7 21.7 15.8 147.5
Muj 63.7 78.6 23.3 16.5 158.3
Muj 39.6 62.4 22.8 16.4 142.1
Muj 63.8 86.3 22 15.8 144.7
Muj 64 84.2 22 16.3 148.3
Muj 72 97.6 22.8 16.7 152
Muj 60.9 77 22.2 16.1 154.4
Muj 54.5 72.8 23.1 17 150.4
Muj 52.6 73.8 22.5 15.5 148.8
Muj 52.6 67.4 22.5 16.5 159.4
Muj 55.6 73.6 22.5 16.7 153.8
Muj 62.1 77 23 16.9 153.2
Muj 48.7 69 22.4 15.6 152.4
Muj 67.9 87.1 22.9 16.8 149.9
Muj 62.4 76.7 23.4 17.2 155.7
Muj 56.2 76.5 23.3 16.7 150.6
Muj 65.3 82.6 22.5 16.3 152.8
Muj 63.2 86.1 21 15.4 149.2
Muj 49.2 64.4 22.3 15.2 155.4
Muj 51.7 71.3 20.7 15.9 147.8
Muj 53.7 74.7 22.5 16.6 155.1
Muj 67.1 78.4 23.8 17.3 160.2
Muj 48.4 74.4 21 15.5 147.4
Muj 56.2 72.7 22.9 15.9 154.7
Muj 51.6 75 21.8 15.8 144.1
Muj 58.2 77.4 23.2 17.2 161.7
Muj 59.2 78.1 23.7 17.5 161.7
Muj 53.4 83.2 23.1 16.1 152.5
Muj 53.4 69.2 24.3 16.5 157.6
Muj 47.6 61.5 24 16.8 164.3
Muj 61.5 74.7 22.5 16.6 152.7
Muj 61.3 79.1 21.2 15.8 148.7
Muj 50.8 67.9 23.4 17 159.7
Muj 47.5 64 22.2 15.7 149.1
Muj 61.3 77.8 22.4 16.2 150.1
Muj 52.7 77.4 23.5 17.5 152.7
Muj 42.3 70.1 22 15.7 143.6
Muj 77.6 89 24.9 17.7 161.4
Muj 69.3 81.8 24.4 17.6 164.9
Muj 60.4 77.8 24.9 18.3 168.2
Muj 50.8 67.1 22.7 15.5 157.6
Muj 57.5 81.9 22.3 15.1 155.8
Muj 53.6 84.5 23 16 148.7
Muj 59.9 75 21.9 15.6 150.5
Muj 53.9 74.4 21.3 15.1 148.7
Muj 59.4 72.3 24.5 17.1 158.7
Muj 50.3 75 22.6 15.6 148.9
Muj 62.9 78.3 21.4 16.3 150.2
Muj 66.3 75.9 25.2 18.1 170.4
Muj 59.2 75.7 22.5 15.8 153.7
Muj 69.6 84.3 22.5 16.5 158.9
Muj 56 73.2 22.9 16.1 163.1
Muj 59.2 78.9 22.7 15.9 153.7
Muj 58.4 78.7 22 15.7 152.6
Muj 60.3 78 22.3 15.7 149
Muj 46.4 62.9 23.6 17.3 157.6
Muj 50.7 70.2 23.8 17.1 166.1
Muj 47.3 63.2 22.4 16.6 153.9
Muj 61 78.9 23.3 16.4 162.2
Muj 62.1 72.4 23.7 16.5 165
Muj 53 78.7 22 16.1 151.8
Muj 50.3 66.3 23.4 16.4 163.3
Muj 62.6 83.9 22.2 15.9 155.1
Muj 57.5 74.6 23.1 16.3 154.8
Muj 52.8 66.8 22.8 16.6 159.5
Muj 70.4 82.3 24.4 17.5 163.4
Muj 47.5 63.1 21.5 16.5 154.6
Muj 55.3 73.7 25.2 17.9 163.1
Muj 44.2 64.1 21.6 15.7 148.3
Muj 50.7 67.7 23 16.8 155.3
Muj 55.4 76.2 21.1 15.2 146.9
Muj 70.4 91.4 23 16.6 159
Muj 68.2 88 23.9 16.7 155.4
Muj 52.5 75.2 23.5 16.1 151.2
Muj 61.6 71.7 23.1 16.2 156.1
Muj 71.8 86.7 24.3 17.6 157.6
Muj 61.7 80.2 22.7 16.8 153
Muj 69.3 81.2 22.1 16 153.2
Muj 62.8 82 21.4 15.7 151.1
Muj 58.2 79.8 23.9 16 157.1
Muj 57.5 79.3 23 16.6 151.5
Muj 59.3 80.6 22.8 17.5 154.3
Muj 45.1 69.3 21.5 15.1 140.8
Muj 59.4 68.5 21.8 15.8 155.7
Muj 62.2 79.1 22.3 16.6 155.4
Muj 72.1 92.3 22.4 16.5 151.9
Muj 55 84.2 21.8 16.4 149.4
Muj 53.9 73.8 21.4 14.6 140.7
Muj 70.9 95.6 20.9 15.3 149.5
Muj 47.6 64.9 23.4 16.4 156.2
Muj 55.6 78.7 21.3 15.2 143.7
Muj 54.8 74.2 22.4 16.4 158.5
Muj 47.3 68.2 22.7 16.3 156.3
Muj 63.1 82.4 21.5 15.3 152.3
Muj 63 84.9 24.1 17.4 158.3
Muj 54.5 79.3 22.5 16.9 151.8
Muj 55.8 78 21.9 15.9 148.9
Muj 49.4 67.6 22.6 16.7 154.4
Muj 51.5 71 22.1 16.2 157.7
Muj 55.4 74.3 24 16.2 155.2
Muj 63.6 80.2 22 17.1 151.1
Muj 45.1 61 22.2 15.7 159.7
Muj 57.9 78.7 24.1 16.4 159
Muj 46.1 62.5 22.5 16.1 152.6
Muj 59.5 73.2 23.9 17.8 162
Muj 56.6 67.9 23 16 156.1
Muj 87.2 99.9 21.6 14.8 144.2
Muj 60.4 72.3 22.4 17.1 156.6
Muj 66 75.8 24 17.4 167.1
Muj 55.5 68.9 21.4 15.4 145.5
Muj 46.8 64.5 22.7 16.7 160.4
Muj 54.3 66.7 22.4 16.5 155.4
Muj 51.4 64.4 22.8 16.8 155.1
Muj 54.2 65.5 22.4 16 159.4
Muj 51.4 68.5 21.9 15.9 150.6
Muj 42.9 65.5 21.2 15.6 147.7
Muj 52.6 68.4 22.4 15.8 155.3
Muj 47.7 62.5 22 16 151
Muj 85.5 99 24.5 18.2 172.5
Muj 65.6 87.2 22.4 16 147.3
Muj 53.9 67.1 23.9 17.7 151.3
Muj 50.1 69.4 21.3 15.6 150.9
Muj 61.8 79.9 21.8 15.3 146.4
Muj 67.4 91.1 23.6 16.7 152.5
Muj 68.4 81 23 15.9 148.8
Muj 62.6 72.9 23.7 17.1 159.8
Muj 64.4 86 23 16.8 151.3
Muj 71.7 80.3 23.7 16.6 156.9
Muj 68.8 84.5 24.2 17.5 159.6
Muj 68.1 87.9 23.7 17.4 158.6
Muj 61.2 74.5 23.3 16.4 155.5
Muj 61.2 72.5 22.4 15.4 150.9
Muj 64.5 91.5 22.8 16 152.7
Muj 69.4 82.5 23.5 17 153.5
Muj 53.9 69.5 22 16 154.6
Muj 53.6 74 21.4 15.4 149.2
Muj 57.1 71.9 23 17.1 154.7
Muj 59.5 80.5 23 16.7 150.5
Muj 81.7 96.1 23.3 17.1 161.4
Muj 83.6 103.4 22.9 16.9 157.2
Muj 52.8 70.9 24 17.6 155.5
Muj 55.4 72.3 22.6 15.8 151.7
Muj 48.8 62.2 23.5 16.9 160.5
Muj 56.4 69.2 25 17.7 161.2
Muj 49.1 61.2 23.9 16.5 160.4
Muj 65 81.3 22.6 16.4 156.7
Muj 69.8 89.5 23.5 16.8 162.7
Muj 64 78.4 23.3 16.6 155.3
Muj 62 81.5 23.6 16.5 157.8
Muj 58.1 74.1 22.2 15.8 157.9
Muj 66.9 76.5 23 17 161.2
Muj 54.8 66.3 22 16.5 159
Muj 65.2 74.7 22.8 15.9 148.9
Muj 58.1 76.5 23.5 16.9 159.3
Muj 56.5 69.3 24 18.2 163.5
Muj 59.3 76.5 22.2 16.2 156.1
Muj 51.7 72 21 15.7 153.1
Muj 51.7 62.1 22 15.9 154.8
Muj 69.6 90.4 22.3 16 152.2
Muj 54.2 70.1 23.8 17 150.4
Muj 78.6 86.4 23.6 17.9 160.7
Muj 56.9 72.4 23 16.7 151.4
Muj 56.9 80.2 22.7 16.1 151.6
Muj 47.1 63.3 22.4 16.8 156.2
Muj 60.4 72.5 24 17.5 166.4
Muj 62.7 68.6 25.2 18.2 165.5
Muj 53.2 66.1 22.8 16.5 154.8
Muj 74.5 87.7 23.6 16.6 157
Muj 53.6 67.3 22.7 16.5 160.9
Muj 54.5 75.2 22.9 16.4 150.4
Muj 46.8 70.4 20.6 15.7 144.1
Muj 62.7 74.9 23.1 17.1 157.4
Muj 72.1 93.6 22.5 16.5 152
Muj 75.8 88.4 25.4 18.6 165.8
Muj 53.6 72.7 22.6 16.4 145.5
Muj 71 93.4 22.7 17.3 157.4
Muj 67.7 91.9 20.6 16 148.1
Muj 57.2 76.6 22.8 16.3 147.4
Muj 55.1 80.7 22 16.8 145.8
Muj 68.3 79.8 23.7 17.1 153.4
Muj 65.4 84 23.5 17.2 157.5
Muj 66.1 79.6 23.7 17 161.3
Muj 67.7 96.3 23.4 16.6 151
Muj 59.8 80.3 23.6 16.9 152.8
Muj 48 65.1 22.9 17 154
Muj 58.9 80.3 22.4 16.1 149.4
Muj 70.8 93.2 21.5 16.5 146.6
Muj 68.2 93.3 24.1 18.5 161.3
Muj 70.4 84 23.4 16.9 154.4
Muj 73.3 95 22.6 16.6 149.7
Muj 58.3 82.1 22.5 16.6 146.7
Muj 50.3 71 21.9 15.5 151.4
Muj 53.5 74.8 23.7 17.6 163.6
Muj 53.5 74.4 23.6 16.6 152.1
Muj 61.3 84.5 22.7 16.8 156.1
Muj 56.1 69.1 23.2 17.3 153.3
Muj 59.1 82.6 21.6 16.2 152.6
Muj 53 69.8 24.3 17.6 157.6
Muj 58 80.2 22.6 16.2 147.4
Muj 66.5 86.4 22.5 16.8 147.7
Muj 44.2 60.7 22.1 16.5 156.3
Muj 49.1 70.3 22 16.4 156.3
Muj 51.4 65.9 21.6 15.8 150.3
Muj 56.5 69.4 20.6 15.5 152.1
Muj 54.5 77.1 21.1 15.2 152.6
Muj 79.7 104.1 22.2 16.1 154.5
Muj 61.3 74.3 23.4 16.8 159.4
Muj 50.8 70.1 21.9 15.9 150.8
Muj 54.5 77.5 21.9 15.6 145.5
Muj 46.2 62.1 22 16.2 151.4
Muj 64.3 74.3 24 16.6 161.7
Muj 47.7 68.2 21.7 16 155.8
Muj 49.4 67.5 22.7 16 153.1
Muj 56.7 65.1 23.8 16.8 160.7
Muj 65.7 85.3 22.5 15.9 156.3
Muj 46.4 70.6 21.1 16 144.8
Muj 59.3 74.8 23.6 17.5 159.3
Muj 53.7 63.7 23 15.5 155.6
Muj 60 76.3 23.3 16.6 156.8
Muj 54.8 70.4 22.1 15.1 149.5
Muj 54.5 69.9 23.5 16 159.5
Muj 63.6 73.4 23.6 17.2 158.3
Muj 50.2 69.1 22.6 16.1 157.1
Muj 55.9 68.9 23.3 16.7 162.3
Muj 66.7 79.9 23.5 17.1 155.7
Muj 74.3 74.8 23.5 17.6 169.6
Muj 68.9 76.7 24 16.9 164
Muj 49.6 65.2 23.4 16.6 154.6
Muj 52 67.2 22.2 16.5 152
Muj 42.3 60.2 21.5 15.1 147.9
Muj 55.3 73.6 21 15.7 148.8
Muj 50.9 66 21.7 15.9 151.5
Muj 48.9 61.5 22.6 16.3 157.9
Muj 63.5 76.7 22.2 16.4 153
Muj 61 71 23 17.4 157.9
Muj 46.7 62.5 23.5 16.6 156.7
Muj 49.2 66.2 21.4 15.7 149.9
Muj 56 67.3 23.2 17.3 160.4
Muj 61.5 70.3 23 16.1 160.2
